Seat_ID,Table_ID,Room_ID,Brightness,Noise,Seat_Available,Table_Available,Room_Available
348,35,1,33,84,True,True,True
349,35,1,30,61,True,True,True
350,35,1,29,63,True,True,True
351,36,1,23,35,True,True,True
352,36,1,24,37,True,True,True
353,36,1,24,6,True,True,True
354,36,1,27,70,True,True,True
355,36,1,19,57,True,True,True
356,36,1,22,73,True,True,True
357,36,1,20,94,True,True,True
358,36,1,24,68,True,True,True
359,36,1,18,35,True,True,True
360,36,1,20,12,True,True,True
361,37,1,27,18,True,True,True
362,37,1,19,100,True,True,True
363,37,1,22,71,True,True,True
364,37,1,25,7,True,True,True
365,37,1,28,54,True,True,True
366,37,1,19,40,True,True,True
367,37,1,15,36,True,True,True
368,37,1,13,47,True,True,True
369,37,1,20,49,True,True,True
370,37,1,18,92,True,True,True
371,38,1,25,60,True,True,True
372,38,1,23,26,True,True,True
373,38,1,23,75,True,True,True
374,38,1,24,21,True,True,True
375,38,1,20,80,True,True,True
376,38,1,24,92,True,True,True
377,38,1,21,87,True,True,True
378,38,1,21,83,True,True,True
379,38,1,20,80,True,True,True
380,38,1,22,3,True,True,True
381,39,1,21,30,True,True,True
382,39,1,29,12,True,True,True
383,39,1,26,30,True,True,True
384,39,1,22,2,True,True,True
385,39,1,22,49,True,True,True
386,39,1,12,66,True,True,True
387,39,1,17,40,True,True,True
388,39,1,19,10,True,True,True
389,39,1,24,41,True,True,True
390,39,1,22,31,True,True,True
391,40,1,23,2,True,True,True
392,40,1,21,23,True,True,True
393,40,1,29,75,True,True,True
394,40,1,25,23,True,True,True
395,40,1,28,19,True,True,True
396,40,1,22,11,True,True,True
397,40,1,22,65,True,True,True
398,40,1,21,37,True,True,True
399,40,1,23,60,True,True,True
400,40,1,20,62,True,True,True
401,41,2,78,75,True,True,True
402,41,2,78,94,True,True,True
403,41,2,81,55,True,True,True
404,41,2,78,62,True,True,True
405,41,2,80,34,True,True,True
406,41,2,76,1,True,True,True
407,41,2,75,85,True,True,True
408,41,2,70,53,True,True,True
409,41,2,72,91,True,True,True
410,41,2,71,82,True,True,True
411,42,2,85,67,True,True,True
412,42,2,78,79,True,True,True
413,42,2,81,75,True,True,True
414,42,2,75,59,True,True,True
415,42,2,78,68,True,True,True
416,42,2,77,25,True,True,True
417,42,2,75,38,True,True,True
418,42,2,79,56,True,True,True
419,42,2,79,28,True,True,True
420,42,2,70,93,True,True,True
421,43,2,76,73,True,True,True
422,43,2,83,95,True,True,True
423,43,2,80,37,True,True,True
424,43,2,76,48,True,True,True
425,43,2,84,24,True,True,True
426,43,2,78,15,True,True,True
427,43,2,75,87,True,True,True
428,43,2,82,67,True,True,True
429,43,2,75,22,True,True,True
430,43,2,75,69,True,True,True
431,44,2,82,31,True,True,True
432,44,2,79,3,True,True,True
433,44,2,82,56,True,True,True
434,44,2,81,61,True,True,True
435,44,2,83,34,True,True,True
436,44,2,72,91,True,True,True
437,44,2,74,74,True,True,True
438,44,2,81,66,True,True,True
439,44,2,76,59,True,True,True
440,44,2,77,82,True,True,True
441,45,2,83,34,True,True,True
442,45,2,83,34,True,True,True
443,45,2,80,91,True,True,True
444,45,2,77,95,True,True,True
445,45,2,80,63,True,True,True
446,45,2,77,79,True,True,True
447,45,2,79,86,True,True,True
448,45,2,72,79,True,True,True
449,45,2,75,41,True,True,True
450,45,2,76,28,True,True,True
451,46,2,76,29,True,True,True
452,46,2,69,28,True,True,True
453,46,2,76,54,True,True,True
454,46,2,75,38,True,True,True
455,46,2,64,7,True,True,True
456,46,2,74,28,True,True,True
457,46,2,71,63,True,True,True
458,46,2,75,85,True,True,True
459,46,2,70,39,True,True,True
460,46,2,68,19,True,True,True
461,47,2,69,48,True,True,True
462,47,2,71,27,True,True,True
463,47,2,72,33,True,True,True
464,47,2,76,49,True,True,True
465,47,2,69,34,True,True,True
466,47,2,67,31,True,True,True
467,47,2,66,48,True,True,True
468,47,2,68,95,True,True,True
469,47,2,68,13,True,True,True
470,47,2,72,97,True,True,True
471,48,2,72,25,True,True,True
472,48,2,72,53,True,True,True
473,48,2,68,76,True,True,True
474,48,2,69,79,True,True,True
475,48,2,69,54,True,True,True
476,48,2,68,46,True,True,True
477,48,2,69,22,True,True,True
478,48,2,69,13,True,True,True
479,48,2,70,28,True,True,True
480,48,2,74,55,True,True,True
481,49,2,69,62,True,True,True
482,49,2,76,70,True,True,True
483,49,2,73,22,True,True,True
484,49,2,76,18,True,True,True
485,49,2,70,28,True,True,True
486,49,2,64,11,True,True,True
487,49,2,68,84,True,True,True
488,49,2,63,50,True,True,True
489,49,2,71,97,True,True,True
490,49,2,64,62,True,True,True
491,50,2,69,69,True,True,True
492,50,2,71,34,True,True,True
493,50,2,72,10,True,True,True
494,50,2,67,77,True,True,True
495,50,2,75,75,True,True,True
496,50,2,69,24,True,True,True
497,50,2,71,59,True,True,True
498,50,2,68,16,True,True,True
499,50,2,68,85,True,True,True
500,50,2,67,7,True,True,True
501,51,2,61,19,True,True,True
502,51,2,60,50,True,True,True
503,51,2,60,56,True,True,True
504,51,2,57,80,True,True,True
505,51,2,64,38,True,True,True
506,51,2,59,87,True,True,True
507,51,2,57,9,True,True,True
508,51,2,62,34,True,True,True
509,51,2,60,65,True,True,True
510,51,2,59,18,True,True,True
511,52,2,63,63,True,True,True
512,52,2,66,31,True,True,True
513,52,2,60,22,True,True,True
514,52,2,63,3,True,True,True
515,52,2,64,95,True,True,True
516,52,2,61,31,True,True,True
517,52,2,57,47,True,True,True
518,52,2,59,60,True,True,True
519,52,2,59,20,True,True,True
520,52,2,64,14,True,True,True
521,53,2,62,42,True,True,True
522,53,2,63,70,True,True,True
523,53,2,65,33,True,True,True
524,53,2,67,53,True,True,True
525,53,2,59,29,True,True,True
526,53,2,59,85,True,True,True
527,53,2,58,6,True,True,True
528,53,2,52,73,True,True,True
529,53,2,55,5,True,True,True
530,53,2,60,99,True,True,True
531,54,2,63,11,True,True,True
532,54,2,65,66,True,True,True
533,54,2,63,27,True,True,True
534,54,2,61,55,True,True,True
535,54,2,59,64,True,True,True
536,54,2,55,90,True,True,True
537,54,2,57,54,True,True,True
538,54,2,63,37,True,True,True
539,54,2,66,67,True,True,True
540,54,2,58,59,True,True,True
541,55,2,64,35,True,True,True
542,55,2,61,61,True,True,True
543,55,2,62,1,True,True,True
544,55,2,64,98,True,True,True
545,55,2,59,36,True,True,True
546,55,2,57,46,True,True,True
547,55,2,63,21,True,True,True
548,55,2,62,20,True,True,True
549,55,2,62,52,True,True,True
550,55,2,57,23,True,True,True
551,56,2,59,56,True,True,True
552,56,2,57,20,True,True,True
553,56,2,54,97,True,True,True
554,56,2,58,63,True,True,True
555,56,2,57,7,True,True,True
556,56,2,55,75,True,True,True
557,56,2,48,59,True,True,True
558,56,2,46,75,True,True,True
559,56,2,51,83,True,True,True
560,56,2,51,37,True,True,True
561,57,2,55,80,True,True,True
562,57,2,56,85,True,True,True
563,57,2,57,31,True,True,True
564,57,2,59,100,True,True,True
565,57,2,57,75,True,True,True
566,57,2,50,66,True,True,True
567,57,2,52,56,True,True,True
568,57,2,57,32,True,True,True
569,57,2,54,63,True,True,True
570,57,2,53,30,True,True,True
571,58,2,55,75,True,True,True
572,58,2,53,62,True,True,True
573,58,2,52,36,True,True,True
574,58,2,57,41,True,True,True
575,58,2,53,94,True,True,True
576,58,2,53,23,True,True,True
577,58,2,54,94,True,True,True
578,58,2,50,62,True,True,True
579,58,2,52,29,True,True,True
580,58,2,54,41,True,True,True
581,59,2,51,72,True,True,True
582,59,2,59,55,True,True,True
583,59,2,54,57,True,True,True
584,59,2,56,59,True,True,True
585,59,2,59,37,True,True,True
586,59,2,53,43,True,True,True
587,59,2,51,85,True,True,True
588,59,2,50,81,True,True,True
589,59,2,48,29,True,True,True
590,59,2,51,5,True,True,True
591,60,2,60,100,True,True,True
592,60,2,57,53,True,True,True
593,60,2,59,9,True,True,True
594,60,2,57,78,True,True,True
595,60,2,61,28,True,True,True
596,60,2,56,21,True,True,True
597,60,2,52,39,True,True,True
598,60,2,46,29,True,True,True
599,60,2,53,55,True,True,True
600,60,2,50,2,True,True,True
601,61,2,47,62,True,True,True
602,61,2,53,74,True,True,True
603,61,2,45,84,True,True,True
604,61,2,48,91,True,True,True
605,61,2,47,25,True,True,True
606,61,2,43,75,True,True,True
607,61,2,46,64,True,True,True
608,61,2,41,10,True,True,True
609,61,2,36,38,True,True,True
610,61,2,46,14,True,True,True
611,62,2,48,72,True,True,True
612,62,2,49,48,True,True,True
613,62,2,50,32,True,True,True
614,62,2,44,70,True,True,True
615,62,2,43,4,True,True,True
616,62,2,47,26,True,True,True
617,62,2,44,44,True,True,True
618,62,2,47,85,True,True,True
619,62,2,44,43,True,True,True
620,62,2,42,55,True,True,True
621,63,2,49,53,True,True,True
622,63,2,50,57,True,True,True
623,63,2,48,80,True,True,True
624,63,2,45,16,True,True,True
625,63,2,46,27,True,True,True
626,63,2,41,81,True,True,True
627,63,2,44,88,True,True,True
628,63,2,43,30,True,True,True
629,63,2,46,55,True,True,True
630,63,2,43,14,True,True,True
631,64,2,46,90,True,True,True
632,64,2,51,31,True,True,True
633,64,2,50,60,True,True,True
634,64,2,45,78,True,True,True
635,64,2,48,34,True,True,True
636,64,2,46,77,True,True,True
637,64,2,42,38,True,True,True
638,64,2,42,45,True,True,True
639,64,2,50,18,True,True,True
640,64,2,40,81,True,True,True
641,65,2,47,97,True,True,True
642,65,2,49,45,True,True,True
643,65,2,47,21,True,True,True
644,65,2,50,56,True,True,True
645,65,2,49,15,True,True,True
646,65,2,44,38,True,True,True
647,65,2,44,50,True,True,True
648,65,2,47,65,True,True,True
649,65,2,37,65,True,True,True
650,65,2,42,24,True,True,True
651,66,2,42,5,True,True,True
652,66,2,41,7,True,True,True
653,66,2,44,59,True,True,True
654,66,2,39,37,True,True,True
655,66,2,41,44,True,True,True
656,66,2,35,50,True,True,True
657,66,2,34,38,True,True,True
658,66,2,36,37,True,True,True
659,66,2,38,56,True,True,True
660,66,2,31,25,True,True,True
661,67,2,41,86,True,True,True
662,67,2,40,84,True,True,True
663,67,2,41,57,True,True,True
664,67,2,39,9,True,True,True
665,67,2,43,52,True,True,True
666,67,2,35,92,True,True,True
667,67,2,34,68,True,True,True
668,67,2,35,38,True,True,True
669,67,2,37,87,True,True,True
670,67,2,35,20,True,True,True
671,68,2,37,76,True,True,True
672,68,2,43,73,True,True,True
673,68,2,41,5,True,True,True
674,68,2,45,10,True,True,True
675,68,2,42,26,True,True,True
676,68,2,31,42,True,True,True
677,68,2,38,74,True,True,True
678,68,2,41,5,True,True,True
679,68,2,36,17,True,True,True
680,68,2,39,44,True,True,True
681,69,2,42,82,True,True,True
682,69,2,41,53,True,True,True
683,69,2,38,83,True,True,True
684,69,2,34,79,True,True,True
685,69,2,44,62,True,True,True
686,69,2,39,31,True,True,True
687,69,2,35,60,True,True,True
688,69,2,33,97,True,True,True
689,69,2,36,43,True,True,True
690,69,2,41,28,True,True,True
691,70,2,38,6,True,True,True
692,70,2,39,94,True,True,True
693,70,2,35,49,True,True,True
694,70,2,39,31,True,True,True
695,70,2,39,82,True,True,True
696,70,2,33,49,True,True,True
697,70,2,35,13,True,True,True
698,70,2,38,7,True,True,True
699,70,2,39,62,True,True,True
700,70,2,36,92,True,True,True
701,71,2,29,53,True,True,True
702,71,2,27,85,True,True,True
703,71,2,27,90,True,True,True
704,71,2,34,71,True,True,True
705,71,2,30,22,True,True,True
706,71,2,28,61,True,True,True
707,71,2,27,52,True,True,True
708,71,2,25,9,True,True,True
709,71,2,27,8,True,True,True
710,71,2,28,84,True,True,True
711,72,2,28,41,True,True,True
712,72,2,36,68,True,True,True
713,72,2,34,44,True,True,True
714,72,2,32,72,True,True,True
715,72,2,28,9,True,True,True
716,72,2,28,30,True,True,True
717,72,2,26,12,True,True,True
718,72,2,28,35,True,True,True
719,72,2,30,53,True,True,True
720,72,2,29,49,True,True,True
721,73,2,35,64,True,True,True
722,73,2,29,88,True,True,True
723,73,2,31,32,True,True,True
724,73,2,34,33,True,True,True
725,73,2,35,24,True,True,True
726,73,2,31,45,True,True,True
727,73,2,27,21,True,True,True
728,73,2,30,60,True,True,True
729,73,2,26,50,True,True,True
730,73,2,27,59,True,True,True
731,74,2,28,95,True,True,True
732,74,2,30,45,True,True,True
733,74,2,30,69,True,True,True
734,74,2,31,21,True,True,True
735,74,2,31,21,True,True,True
736,74,2,26,80,True,True,True
737,74,2,29,20,True,True,True
738,74,2,27,38,True,True,True
739,74,2,31,93,True,True,True
740,74,2,29,94,True,True,True
741,75,2,27,45,True,True,True
742,75,2,28,57,True,True,True
743,75,2,33,50,True,True,True
744,75,2,33,24,True,True,True
745,75,2,31,40,True,True,True
746,75,2,26,51,True,True,True
747,75,2,24,59,True,True,True
748,75,2,28,53,True,True,True
749,75,2,31,47,True,True,True
750,75,2,33,21,True,True,True
751,76,2,31,40,True,True,True
752,76,2,19,85,True,True,True
753,76,2,27,16,True,True,True
754,76,2,24,16,True,True,True
755,76,2,25,73,True,True,True
756,76,2,18,70,True,True,True
757,76,2,23,52,True,True,True
758,76,2,19,25,True,True,True
759,76,2,18,55,True,True,True
760,76,2,24,66,True,True,True
761,77,2,23,86,True,True,True
762,77,2,24,69,True,True,True
763,77,2,23,79,True,True,True
764,77,2,23,88,True,True,True
765,77,2,25,68,True,True,True
766,77,2,11,10,True,True,True
767,77,2,23,45,True,True,True
768,77,2,22,28,True,True,True
769,77,2,18,40,True,True,True
770,77,2,22,20,True,True,True
771,78,2,26,21,True,True,True
772,78,2,25,66,True,True,True
773,78,2,22,86,True,True,True
774,78,2,25,63,True,True,True
775,78,2,25,10,True,True,True
776,78,2,23,9,True,True,True
777,78,2,17,23,True,True,True
778,78,2,19,89,True,True,True
779,78,2,14,11,True,True,True
780,78,2,20,85,True,True,True
781,79,2,19,26,True,True,True
782,79,2,21,89,True,True,True
783,79,2,26,30,True,True,True
784,79,2,23,33,True,True,True
785,79,2,24,33,True,True,True
786,79,2,20,18,True,True,True
787,79,2,10,59,True,True,True
788,79,2,20,14,True,True,True
789,79,2,22,87,True,True,True
790,79,2,17,56,True,True,True
791,80,2,25,30,True,True,True
792,80,2,22,23,True,True,True
793,80,2,22,50,True,True,True
794,80,2,24,11,True,True,True
795,80,2,23,71,True,True,True
796,80,2,20,35,True,True,True
797,80,2,18,26,True,True,True
798,80,2,19,77,True,True,True
799,80,2,20,68,True,True,True
800,80,2,20,40,True,True,True
801,81,3,80,52,True,True,True
802,81,3,78,62,True,True,True
803,81,3,82,98,True,True,True
804,81,3,83,98,True,True,True
805,81,3,78,83,True,True,True
806,81,3,75,8,True,True,True
807,81,3,76,54,True,True,True
808,81,3,77,28,True,True,True
809,81,3,74,79,True,True,True
810,81,3,75,88,True,True,True
811,82,3,81,67,True,True,True
812,82,3,76,34,True,True,True
813,82,3,75,14,True,True,True
814,82,3,82,50,True,True,True
815,82,3,76,46,True,True,True
816,82,3,80,76,True,True,True
817,82,3,74,11,True,True,True
818,82,3,75,37,True,True,True
819,82,3,75,53,True,True,True
820,82,3,73,58,True,True,True
821,83,3,79,96,True,True,True
822,83,3,79,50,True,True,True
823,83,3,82,70,True,True,True
824,83,3,82,1,True,True,True
825,83,3,82,6,True,True,True
826,83,3,77,6,True,True,True
827,83,3,76,28,True,True,True
828,83,3,80,6,True,True,True
829,83,3,76,71,True,True,True
830,83,3,76,86,True,True,True
831,84,3,79,27,True,True,True
832,84,3,84,5,True,True,True
833,84,3,79,55,True,True,True
834,84,3,75,20,True,True,True
835,84,3,80,91,True,True,True
836,84,3,76,25,True,True,True
837,84,3,74,64,True,True,True
838,84,3,75,45,True,True,True
839,84,3,77,34,True,True,True
840,84,3,79,27,True,True,True
841,85,3,79,67,True,True,True
842,85,3,81,42,True,True,True
843,85,3,77,20,True,True,True
844,85,3,86,48,True,True,True
845,85,3,86,6,True,True,True
846,85,3,76,80,True,True,True
847,85,3,69,4,True,True,True
848,85,3,80,47,True,True,True
849,85,3,74,92,True,True,True
850,85,3,77,100,True,True,True
851,86,3,67,58,True,True,True
852,86,3,73,13,True,True,True
853,86,3,73,74,True,True,True
854,86,3,72,62,True,True,True
855,86,3,74,45,True,True,True
856,86,3,64,64,True,True,True
857,86,3,67,8,True,True,True
858,86,3,67,75,True,True,True
859,86,3,64,37,True,True,True
860,86,3,69,43,True,True,True
861,87,3,70,60,True,True,True
862,87,3,71,6,True,True,True
863,87,3,74,91,True,True,True
864,87,3,71,78,True,True,True
865,87,3,76,90,True,True,True
866,87,3,66,51,True,True,True
867,87,3,65,51,True,True,True
868,87,3,70,48,True,True,True
869,87,3,68,21,True,True,True
